1.737414,1.233626,-90.008983,5.128076,5.128075,0,0,-1.280847,0.050050,4.857924,0.045814,-11.603695,-176.134836
1.737408,1.208636,-90.008925,5.128024,5.128018,X,X,X,X,X,X,X,X
1.737404,1.183648,-90.008937,5.127962,5.127943,X,X,X,X,X,X,X,X
1.737398,1.158643,-90.008990,5.128077,5.128039,X,X,X,X,X,X,X,X
1.737393,1.133645,-90.009161,5.128016,5.127989,0,0,-1.254081,0.046254,4.665921,-0.079932,0.494895,-178.487001
1.737389,1.108668,-90.009097,5.127956,5.127920,0,0,-1.234595,0.045335,4.570097,-0.132203,-0.122230,-168.424423
1.737384,1.083664,-90.009092,5.128054,5.128074,0,0,-1.271186,0.046272,4.677847,-0.222076,-1.183338,-179.785287
1.737381,1.058654,-90.008964,5.128065,5.128061,X,X,X,X,X,X,X,X
1.737376,1.033647,-90.009006,5.128109,5.128108,0,0,-1.266578,0.045274,4.618417,0.032597,-10.607044,-177.503406
1.737371,1.008656,-90.009011,5.128090,5.128104,X,X,X,X,X,X,X,X
1.737365,0.983678,-90.009063,5.127954,5.127910,0,0,-1.278468,0.045173,4.610883,0.032090,-9.301555,-178.351405
1.737361,0.958699,-90.009046,5.127935,5.127895,0,0,-1.284951,0.045066,4.610003,-0.116514,-0.367827,-176.583218
1.737357,0.933670,-90.009041,5.128083,5.128097,0,0,-1.244814,0.041714,4.441745,-0.120352,0.059392,179.061727
1.737355,0.908684,-90.008732,5.127911,5.127875,0,0,-1.249285,0.041719,4.439869,-0.074728,0.086331,-178.943114
1.737347,0.883698,-90.008670,5.128056,5.128054,0,0,-1.258104,0.041706,4.441233,-0.217146,0.084411,178.780090
1.737343,0.858700,-90.008551,5.128047,5.128047,0,0,-1.262544,0.041714,4.439277,-0.053925,0.113738,-178.767203
1.737340,0.833695,-90.008507,5.128044,5.128049,0,0,-1.271242,0.041779,4.440357,0.134105,-0.077804,178.815489
1.737339,0.808702,-90.008181,5.127977,5.127938,0,0,-1.267096,0.041201,4.407228,-0.410366,0.045392,-176.474286
1.737333,0.783688,-90.008030,5.128029,5.128002,0,0,-1.266397,0.040535,4.376251,0.205788,1.241148,-179.794625
1.737327,0.758703,-90.007959,5.128080,5.128124,0,0,-1.280970,0.040910,4.404387,0.157746,-21.772078,178.046657
1.737324,0.733686,-90.007922,5.128100,5.128088,0,0,-1.239723,0.037586,4.239357,-0.166202,6.714708,179.853098
1.737321,0.708709,-90.007895,5.128023,5.128015,0,0,-1.242563,0.037606,4.227524,-0.085711,1.220462,-179.980637
1.737318,0.683705,-90.007785,5.128038,5.128035,0,0,-1.255158,0.037568,4.242104,-0.225591,-0.406587,178.814897
1.737315,0.658703,-90.007570,5.127972,5.127936,0,0,-1.258745,0.037584,4.238324,-0.096753,-0.118673,-179.115183
1.737311,0.633716,-90.007305,5.128025,5.128014,0,0,-1.268363,0.037584,4.242683,-0.276815,0.381315,179.762442
1.737305,0.608733,-90.007159,5.127974,5.127968,0,0,-1.273459,0.037587,4.233205,0.008642,-1.708905,-176.766531
1.737302,0.583725,-90.007014,5.127990,5.127975,0,0,-1.267178,0.036620,4.189412,-0.088549,-7.588903,179.931678
1.737301,0.558731,-90.006819,5.127981,5.127937,X,X,X,X,X,X,X,X
1.737296,0.533719,-90.006800,5.128099,5.128116,0,0,-1.309983,0.035862,4.285298,-0.852773,-10.440278,-179.452103
1.737294,0.508747,-90.006602,5.127969,5.127980,0,0,-1.244449,0.033836,4.046600,-0.040375,0.660728,-179.557464
1.737290,0.483723,-90.006244,5.128099,5.128102,0,0,-1.253580,0.033830,4.049852,-0.191784,0.383910,179.978533
1.737287,0.458734,-90.006033,5.127983,5.127948,0,0,-1.260625,0.033822,4.046760,-0.078354,-0.087414,178.975566
1.737282,0.433751,-90.005991,5.127972,5.127921,0,0,-1.266094,0.033821,4.044413,0.018751,-10.780973,-178.749540
1.737279,0.408756,-90.006064,5.128054,5.128037,0,0,-1.252997,0.032860,3.978436,-0.061749,-2.475014,-173.596565
1.737278,0.383757,-90.006039,5.128053,5.128078,0,0,-1.246750,0.031663,3.936142,-1.566617,2.797016,179.658508
1.737275,0.358765,-90.005700,5.127961,5.127945,0,0,-1.235102,0.030452,3.875724,-0.102532,6.054752,-179.348588
1.737275,0.333753,-90.005325,5.127960,5.127928,0,0,-1.241331,0.030412,3.870697,-0.104002,6.451254,-179.320997
1.737271,0.308775,-90.004837,5.127923,5.127902,0,0,-1.244609,0.030396,3.861504,0.006648,1.850720,-175.902688
1.737269,0.283755,-90.004704,5.127944,5.127898,0,0,-1.250402,0.030329,3.855533,-0.019738,-1.143190,-175.095588
1.737267,0.258755,-90.004542,5.128065,5.128047,0,0,-1.253517,0.030220,3.839020,0.020302,-3.707294,-172.810527
1.737262,0.233772,-90.004631,5.127988,5.127968,0,0,-1.259281,0.029635,3.831318,-0.065741,-6.071082,-179.854833
1.737261,0.208778,-90.004629,5.127986,5.127968,0,0,-1.227674,0.027308,3.712282,0.033031,0.364164,-179.923748
1.737259,0.183782,-90.004589,5.128020,5.127995,0,0,-1.234392,0.027267,3.709892,-0.048184,0.573416,-179.796763
1.737257,0.158792,-90.004447,5.127983,5.127969,0,0,-1.241879,0.027268,3.709913,-0.068540,0.563094,-179.798433
1.737255,0.133782,-90.004292,5.128100,5.128128,0,0,-1.250024,0.027258,3.711970,-0.169910,0.363761,-179.884504
1.737253,0.108794,-90.003945,5.128009,5.128011,0,0,-1.248914,0.027134,3.683402,0.027895,-2.585942,-173.319316
1.737249,0.083808,-90.003871,5.127947,5.127927,0,0,-1.263254,0.027136,3.701607,0.120277,-31.265154,174.809160
1.737247,0.058805,-90.003814,5.128084,5.128063,0,0,-1.225368,0.024415,3.563916,-0.013119,6.072809,179.909620
1.737247,0.033788,-90.003834,5.128096,5.128109,0,0,-1.231894,0.024378,3.561939,-0.121249,6.181494,179.938550
1.737245,0.008795,-90.003729,5.128130,5.128172,0,0,-1.241359,0.024367,3.563573,-0.142932,0.361580,179.996094
1.737244,-0.016196,-90.003584,5.127990,5.127973,0,0,-1.248523,0.024368,3.563510,-0.129222,0.352557,-179.850898
1.737240,-0.041200,-90.003577,5.128121,5.128111,0,0,-1.209747,0.021733,3.428238,-0.045684,0.198486,-179.825966
1.737240,-0.066209,-90.003605,5.127992,5.127949,0,0,-1.217924,0.021702,3.426723,-0.177291,5.733656,179.978997
1.737239,-0.091189,-90.003540,5.128019,5.128011,0,0,-1.224248,0.021699,3.421309,-0.109259,1.689646,-177.039798
1.737237,-0.116185,-90.003588,5.127988,5.127975,0,0,-1.233368,0.021701,3.426599,-0.148615,0.335689,-179.868151
1.737234,-0.141183,-90.003578,5.127950,5.127906,0,0,-1.243135,0.021710,3.424889,-0.058687,0.498430,-179.923797
1.737231,-0.166165,-90.003532,5.128031,5.128028,0,0,-1.250598,0.021699,3.426485,-0.114018,0.341667,-179.874171
1.737231,-0.191177,-90.003437,5.128025,5.128003,0,0,-1.261014,0.018238,3.426627,-0.164236,0.333190,179.923501
1.737227,-0.216168,-90.003344,5.128072,5.128095,0,0,-1.268881,0.018250,3.424697,-0.029630,-6.394309,-179.926168
1.737225,-0.241160,-90.003224,5.127984,5.127969,0,0,-1.278273,0.018238,3.426599,-0.139632,0.328561,-179.945081
1.737225,-0.266148,-90.003355,5.127976,5.127934,0,0,-1.239238,0.019228,3.299674,-0.144566,0.325884,179.959549
1.737223,-0.291145,-90.003263,5.127980,5.127961,0,0,-1.280269,0.017554,3.381799,-1.242813,-3.613371,176.070999
1.737222,-0.316162,-90.003122,5.127988,5.127939,0,0,-1.255854,0.015914,3.294877,-0.035063,-4.823946,-177.870606
1.737219,-0.341131,-90.003078,5.128009,5.128023,0,0,-1.266820,0.015908,3.298002,-0.009820,-5.807831,-179.827807
1.737217,-0.366149,-90.003039,5.128102,5.128130,0,0,-1.272561,0.015892,3.288291,-0.020485,-3.314839,-175.345956
1.737219,-0.391148,-90.002991,5.127986,5.127967,0,0,-1.282041,0.015911,3.287598,0.020393,-2.643907,-174.883925
1.737217,-0.416139,-90.002939,5.127989,5.127946,0,0,-1.245379,0.013764,3.172564,0.087711,-3.262603,-175.714930
1.737214,-0.441150,-90.002890,5.128088,5.128073,0,0,-1.258460,0.013732,3.180257,-0.017529,-5.331054,-179.907651
1.737213,-0.466149,-90.002924,5.128080,5.128087,0,0,-1.268068,0.013733,3.180233,-0.007803,-5.275859,-179.834227
1.737210,-0.491145,-90.002929,5.128214,5.128244,0,0,-1.234293,0.011731,3.072113,0.027592,0.308360,-179.845528
1.737209,-0.516130,-90.002909,5.127964,5.127954,0,0,-1.243125,0.011710,3.070934,-0.038097,0.411873,-179.951176
1.737208,-0.541124,-90.002844,5.127968,5.127922,0,0,-1.251979,0.011695,3.069818,0.021998,0.384601,-179.560806
1.737208,-0.566123,-90.002728,5.127972,5.127927,0,0,-1.263081,0.011708,3.070692,-0.027393,-4.864281,-179.881110
1.737207,-0.591140,-90.002639,5.128062,5.128050,0,0,-1.231002,0.009827,2.970791,-0.041927,0.197196,-179.891661
1.737205,-0.616124,-90.002586,5.128053,5.128077,0,0,-1.236728,0.009827,2.957535,-0.102718,0.726323,-175.013300
1.737203,-0.641141,-90.002663,5.128176,5.128209,0,0,-1.251533,0.009807,2.969727,-0.109858,0.293149,-179.955878
1.737203,-0.666112,-90.002446,5.127977,5.127960,0,0,-1.261441,0.009818,2.968490,-0.017282,-4.488526,-179.926537
1.737201,-0.691107,-90.002359,5.128003,5.127985,0,0,-1.229869,0.008074,2.873037,-0.087266,1.050020,-178.138771
1.737200,-0.716089,-90.002395,5.127950,5.127930,0,0,-1.241574,0.008039,2.873916,-0.102563,0.287704,-179.959447
1.737202,-0.741113,-90.002615,5.127986,5.127967,0,0,-1.251564,0.008040,2.873712,-0.092995,-4.308515,-179.918218
1.737199,-0.766100,-90.002739,5.128015,5.128026,0,0,-1.226723,0.006591,2.792780,-0.678778,2.507104,-178.612021
1.737202,-0.791095,-90.003112,5.127932,5.127897,0,0,-1.231278,0.006407,2.780709,-0.155025,1.869416,-177.405308
1.737198,-0.816099,-90.003116,5.127960,5.127915,0,0,-1.243445,0.006382,2.784051,-0.104060,0.277151,-179.968555
1.737194,-0.841086,-90.003174,5.128099,5.128137,0,0,-1.237785,0.005741,2.746535,-1.358863,1.970688,177.406416
1.737193,-0.866089,-90.003362,5.127997,5.127996,0,0,-1.227609,0.004833,2.699519,-0.084131,3.544994,-179.223770
1.737193,-0.891069,-90.003413,5.127962,5.127936,0,0,-1.233933,0.004871,2.689022,-0.102159,-0.041104,-175.032835
1.737189,-0.916078,-90.003380,5.128000,5.127977,0,0,-1.244543,0.004670,2.688561,-0.624488,-1.823224,-178.656379
1.737191,-0.941098,-90.003447,5.128077,5.128075,0,0,-1.222502,0.003387,2.617922,-0.124944,1.590605,-177.684531
1.737186,-0.966086,-90.003334,5.128062,5.128049,0,0,-1.230967,0.003412,2.610923,-0.086044,1.003684,-175.186040
1.737185,-0.991073,-90.003379,5.127973,5.127929,0,0,-1.211375,0.001977,2.545541,-0.083449,3.467321,-179.972054
1.737185,-1.016073,-90.003496,5.128062,5.128059,0,0,-1.222042,0.002001,2.544317,-0.042641,0.975454,-178.216680
1.737183,-1.041070,-90.003541,5.128040,5.128038,0,0,-1.255569,0.001137,2.593086,-1.738329,-49.647353,-176.157894
1.737181,-1.066062,-90.003680,5.127972,5.127961,0,0,-1.230947,-0.000097,2.516155,-2.075934,-53.687621,-176.154289
1.737182,-1.091061,-90.003642,5.128003,5.128013,0,0,-1.257049,-0.000583,2.544685,-0.036678,-3.184105,179.943315
1.737176,-1.116056,-90.003660,5.128016,5.127999,0,0,-1.269891,-0.000584,2.544719,-0.031417,-3.155030,179.952857
1.737174,-1.141051,-90.003730,5.128012,5.128002,0,0,-1.245597,-0.001792,2.472917,-0.071626,-2.104940,-178.296580
1.737170,-1.166028,-90.003832,5.127968,5.127955,0,0,-1.258317,-0.001817,2.474046,-0.033863,-2.991178,179.953326
1.737168,-1.191030,-90.003943,5.127961,5.127917,0,0,-1.236831,-0.002994,2.407851,-0.074505,0.239742,-179.972193
1.737164,-1.216031,-90.004060,5.128084,5.128091,0,0,-1.249116,-0.002961,2.406493,-0.040577,-1.940251,-177.912935
1.737159,-1.241019,-90.004125,5.128043,5.128035,0,0,-1.229115,-0.004099,2.344518,-0.067466,0.234167,-179.971819
1.737156,-1.266002,-90.004160,5.127971,5.127930,0,0,-1.241666,-0.004080,2.344047,-0.046602,-2.288386,-178.793907
1.737149,-1.291009,-90.004270,5.128107,5.128105,0,0,-1.222626,-0.005128,2.284124,-0.015919,2.384557,-178.819497
1.737146,-1.315992,-90.004367,5.128098,5.128082,0,0,-1.235581,-0.005148,2.284378,-0.062178,0.228499,-179.968610
1.737144,-1.340957,-90.004467,5.127904,5.127865,0,0,-1.248139,-0.005115,2.283088,-0.108819,-0.962342,-178.046564
1.737141,-1.365965,-90.004395,5.128064,5.128069,0,0,-1.230516,-0.006144,2.227277,-0.061863,0.222033,-179.980312
1.737139,-1.390956,-90.004323,5.127937,5.127895,0,0,-1.243901,-0.006116,2.226599,-0.031767,-0.448161,-178.334452
1.737140,-1.415972,-90.004300,5.128040,5.128036,0,0,-1.227889,-0.007092,2.172966,-0.057505,0.219110,-179.983867
1.737141,-1.440972,-90.004111,5.128018,5.128014,0,0,-1.241044,-0.007092,2.172986,-0.055949,0.214487,-179.970521
1.737138,-1.465993,-90.004102,5.128022,5.128009,0,0,-1.225371,-0.007995,2.121207,-0.058727,0.213812,-179.993490
1.737136,-1.490994,-90.004141,5.128032,5.127995,0,0,-1.210544,-0.008836,2.071661,-0.078999,0.683534,-178.936205
1.737135,-1.515971,-90.004012,5.128030,5.128038,0,0,-1.225073,-0.008855,2.071885,-0.053705,0.208764,-179.994306
1.737134,-1.540991,-90.004034,5.128062,5.128048,0,0,-1.238736,-0.010917,2.071256,-0.100103,-0.961303,-178.403883
1.737131,-1.566008,-90.004088,5.128196,5.128201,0,0,-1.253194,-0.010947,2.071825,-0.062877,-2.049175,-179.999513
1.737129,-1.590963,-90.004079,5.127994,5.127978,0,0,-1.240009,-0.011722,2.024724,-0.063454,-1.968335,179.985226
1.737124,-1.615969,-90.004193,5.128160,5.128166,0,0,-1.242962,-0.011989,2.005650,-0.972655,-1.218099,-179.214463
1.737127,-1.640969,-90.004208,5.128065,5.128049,0,0,-1.242228,-0.012454,1.979569,-0.039198,-0.021337,-179.388800
1.737127,-1.665955,-90.004099,5.127913,5.127881,X,X,X,X,X,X,X,X
1.737122,-1.690972,-90.005347,5.128124,5.128247,X,X,X,X,X,X,X,X
1.737119,-1.715962,-90.005938,5.128046,5.128232,X,X,X,X,X,X,X,X
1.737116,-1.740965,-90.007388,5.128102,5.128238,X,X,X,X,X,X,X,X
1.737114,-1.765927,-90.008279,5.127758,5.128185,X,X,X,X,X,X,X,X
1.737110,-1.790922,-90.006918,5.127779,5.128194,X,X,X,X,X,X,X,X
1.737106,-1.815929,-90.005130,5.127943,5.128214,X,X,X,X,X,X,X,X
1.737099,-1.840913,-90.002298,5.127802,5.128223,X,X,X,X,X,X,X,X
1.737097,-1.865926,-90.002827,5.127973,5.128211,X,X,X,X,X,X,X,X
1.737094,-1.890902,-90.002141,5.127919,5.128211,X,X,X,X,X,X,X,X
1.737093,-1.915903,-90.003377,5.127996,5.128226,X,X,X,X,X,X,X,X
1.737091,-1.940877,-90.003418,5.127862,5.128230,X,X,X,X,X,X,X,X
1.737089,-1.965886,-90.004087,5.127893,5.128226,X,X,X,X,X,X,X,X
1.737086,-1.990877,-90.003852,5.127771,5.128233,X,X,X,X,X,X,X,X
1.737085,-2.015876,-90.005830,5.127987,5.128220,X,X,X,X,X,X,X,X
1.737081,-2.040885,-90.006223,5.128063,5.128213,X,X,X,X,X,X,X,X
1.737078,-2.065868,-90.005960,5.127848,5.128224,X,X,X,X,X,X,X,X
1.737073,-2.090867,-90.005294,5.127884,5.128221,X,X,X,X,X,X,X,X
1.737068,-2.115879,-90.006277,5.128108,5.128210,X,X,X,X,X,X,X,X
1.737061,-2.140850,-90.007084,5.127839,5.128227,X,X,X,X,X,X,X,X
1.737054,-2.165842,-90.007776,5.127778,5.128230,X,X,X,X,X,X,X,X
1.737046,-2.190847,-90.010028,5.127873,5.128224,X,X,X,X,X,X,X,X
1.737040,-2.215849,-90.009177,5.127898,5.128222,X,X,X,X,X,X,X,X
1.737033,-2.240824,-90.009449,5.127811,5.128227,X,X,X,X,X,X,X,X
1.737027,-2.265831,-90.008831,5.127965,5.128218,X,X,X,X,X,X,X,X
1.737022,-2.290822,-90.006576,5.127889,5.128219,X,X,X,X,X,X,X,X
1.737017,-2.315803,-90.005588,5.127894,5.128219,X,X,X,X,X,X,X,X
1.737011,-2.340797,-90.005775,5.127802,5.128223,X,X,X,X,X,X,X,X
1.737008,-2.365782,-90.005210,5.127879,5.128230,X,X,X,X,X,X,X,X
1.737005,-2.390783,-90.004048,5.127824,5.128235,X,X,X,X,X,X,X,X
1.737002,-2.415779,-90.002858,5.127785,5.128237,X,X,X,X,X,X,X,X
1.736999,-2.440771,-90.002326,5.127905,5.128208,X,X,X,X,X,X,X,X
1.736994,-2.465785,-90.002804,5.127975,5.128207,5,0,-0.898850,0.103619,7.182999,-0.206212,1.628257,175.448776
1.736992,-2.490798,-90.001606,5.128137,5.128209,5,0,-0.897874,0.103318,7.173571,0.439112,-16.746320,177.739673
1.736987,-2.515763,-90.002058,5.127883,5.128225,X,X,X,X,X,X,X,X
1.736985,-2.540769,-90.000212,5.127958,5.128220,5,0,-0.907015,0.103716,7.189378,-0.322414,2.214096,176.291267
1.736982,-2.565738,-89.999071,5.127782,5.128230,5,0,-0.885772,0.101738,7.017439,-0.663980,-20.564497,-173.253503
1.736979,-2.590744,-89.999639,5.127902,5.128224,5,0,-0.912765,0.103551,7.178581,-0.246894,1.834087,175.043987
1.736976,-2.615738,-90.000184,5.128003,5.128218,5,0,-0.911717,0.103338,7.170160,0.785046,-18.233504,178.334207
1.736974,-2.640733,-89.999392,5.128071,5.128214,5,0,-0.891824,0.101634,7.009374,-0.768355,-20.881694,-172.700644
1.736971,-2.665740,-89.998665,5.128011,5.128217,5,0,-0.918817,0.103632,7.171690,0.348143,-14.724791,-174.229620
1.736968,-2.690713,-89.998745,5.127876,5.128220,5,0,-0.899878,0.101725,7.017066,-0.565660,-20.739218,-173.206121
1.736965,-2.715708,-89.999651,5.127941,5.128216,5,0,-0.923418,0.103224,7.154322,0.205233,-10.962759,170.653554
1.736963,-2.740713,-89.998458,5.127926,5.128219,5,0,-0.926242,0.103335,7.172586,0.875774,-14.393466,178.760290
1.736959,-2.765708,-89.999313,5.127874,5.128222,X,X,X,X,X,X,X,X
1.736956,-2.790709,-89.999925,5.128080,5.128210,5,0,-0.934291,0.103307,7.179636,0.630301,-17.838313,176.528046
1.736952,-2.815693,-90.000381,5.127854,5.128221,X,X,X,X,X,X,X,X
1.736947,-2.840680,-90.001403,5.127889,5.128219,5,0,-0.884517,0.097532,6.767274,0.206431,-7.230612,-161.466680
1.736940,-2.865667,-90.000968,5.127900,5.128226,X,X,X,X,X,X,X,X
1.736939,-2.890677,-89.999351,5.128109,5.128212,5,0,-0.906286,0.099339,6.895363,-0.227423,5.017919,-164.507192
1.736934,-2.915673,-89.999898,5.128035,5.128220,5,0,-0.948547,0.103283,7.177907,0.601042,-18.023186,176.198143
1.736932,-2.940632,-89.998612,5.127874,5.128239,X,X,X,X,X,X,X,X
1.736927,-2.965635,-89.998965,5.127909,5.128232,5,0,-0.898260,0.097537,6.767972,0.317989,-6.625783,-161.478172
1.736925,-2.990636,-89.998951,5.127995,5.128226,X,X,X,X,X,X,X,X
1.736923,-3.015641,-89.997683,5.127939,5.128233,5,1,-0.893024,0.093008,6.679542,-0.058160,-18.658436,177.602423
1.736923,-3.040623,-89.996005,5.127942,5.128231,5,0,-0.892416,0.093716,6.673563,-1.665998,1.483187,167.749645
1.736920,-3.065621,-89.996345,5.127921,5.128237,5,1,-0.887880,0.091927,6.595686,-0.494024,9.240830,-171.556866
1.736919,-3.090630,-89.996073,5.127962,5.128229,5,0,-0.900497,0.092994,6.685610,-0.035230,-17.976709,178.026598
1.736916,-3.115599,-89.996621,5.127877,5.128240,5,0,-0.881141,0.091242,6.514294,-0.704602,-34.023308,-177.941350
1.736917,-3.140607,-89.994996,5.128007,5.128228,5,0,-0.907328,0.093007,6.685506,-0.222233,2.547929,-178.969779
1.736915,-3.165596,-89.995099,5.127975,5.128236,5,0,-0.901985,0.092243,6.644753,0.453427,-18.475981,177.567390
1.736915,-3.190600,-89.994227,5.127939,5.128235,5,0,-0.913826,0.092986,6.685077,-0.118538,-17.612283,177.948147
1.736915,-3.215590,-89.994199,5.128021,5.128231,5,0,-0.907974,0.092160,6.639516,0.492153,-18.792637,176.764779
1.736911,-3.240568,-89.995342,5.127882,5.128248,X,X,X,X,X,X,X,X
1.736909,-3.265552,-89.995512,5.127867,5.128249,5,0,-0.914248,0.092154,6.636740,0.661497,-18.814344,176.064745
1.736909,-3.290557,-89.994461,5.127942,5.128239,X,X,X,X,X,X,X,X
1.736906,-3.315566,-89.995379,5.128038,5.128229,X,X,X,X,X,X,X,X
1.736903,-3.340532,-89.995265,5.127879,5.128242,5,0,-0.880469,0.088084,6.323402,-0.362581,-7.877420,-162.125461
1.736903,-3.365550,-89.994886,5.128082,5.128222,X,X,X,X,X,X,X,X
1.736902,-3.390523,-89.993999,5.127951,5.128232,5,0,-0.884397,0.087566,6.305738,-0.047925,-6.787010,-162.755015
1.736903,-3.415543,-89.993382,5.128065,5.128222,5,0,-0.944081,0.094483,6.709713,0.819552,-4.093540,-168.890263
1.736902,-3.440524,-89.992774,5.127949,5.128233,5,0,-0.890823,0.087566,6.306194,0.063417,-6.313788,-162.775680
1.736902,-3.465499,-89.992654,5.127903,5.128236,5,0,-0.951804,0.094590,6.716513,0.724290,-4.676888,-169.098954
1.736902,-3.490492,-89.992669,5.127939,5.128237,X,X,X,X,X,X,X,X
1.736904,-3.515519,-89.991453,5.128046,5.128222,5,0,-0.889210,0.083499,6.228841,0.132180,-31.585929,178.680182
1.736904,-3.540514,-89.991885,5.127956,5.128234,5,0,-0.891113,0.083381,6.219531,-0.161945,-18.568636,179.248883
1.736904,-3.565503,-89.992698,5.128094,5.128221,5,0,-0.893619,0.083602,6.236897,0.102295,-17.698132,177.903335
1.736902,-3.590484,-89.992549,5.127964,5.128230,5,0,-0.896050,0.083277,6.210747,0.135730,-19.256691,176.852845
1.736904,-3.615487,-89.991295,5.127999,5.128225,5,0,-0.899572,0.083566,6.234572,0.139851,-17.935626,177.230618
1.736903,-3.640470,-89.992506,5.127983,5.128225,5,0,-0.903571,0.083369,6.218963,-0.041831,-18.779928,178.594794
1.736902,-3.665475,-89.993077,5.128048,5.128228,5,0,-0.905384,0.083492,6.231797,-0.064297,-17.614244,179.224196
1.736899,-3.690451,-89.993657,5.127879,5.128244,5,0,-0.908669,0.083320,6.210959,-0.133859,-19.252345,179.093988
1.736899,-3.715449,-89.992839,5.128010,5.128225,5,0,-0.906629,0.082882,6.194764,0.290562,-17.061354,179.803704
1.736900,-3.740451,-89.992027,5.127996,5.128228,5,0,-0.914430,0.083247,6.208056,-0.029794,-19.063410,179.137862
1.736899,-3.765441,-89.993289,5.128031,5.128230,5,0,-0.913219,0.082900,6.197103,0.431808,-16.977465,178.803070
1.736899,-3.790436,-89.992068,5.127942,5.128232,5,0,-0.920725,0.083244,6.208259,-0.031456,-19.079876,178.543606
1.736900,-3.815436,-89.991841,5.128071,5.128225,X,X,X,X,X,X,X,X
1.736898,-3.840427,-89.992599,5.127989,5.128230,X,X,X,X,X,X,X,X
1.736897,-3.865408,-89.992328,5.127867,5.128239,5,0,-0.881855,0.079703,5.884780,0.635035,-7.048912,-158.502602
1.736897,-3.890410,-89.992102,5.127932,5.128231,X,X,X,X,X,X,X,X
1.736897,-3.915393,-89.993223,5.128018,5.128228,X,X,X,X,X,X,X,X
1.736898,-3.940391,-89.992066,5.127960,5.128233,5,0,-0.876026,0.074536,5.787034,0.589053,-31.726032,178.522642
1.736898,-3.965371,-89.991232,5.127938,5.128232,5,0,-0.884219,0.075119,5.823041,0.008281,-18.816606,178.507820
1.736900,-3.990352,-89.990249,5.128080,5.127948,5,0,-0.881484,0.074493,5.783995,0.610374,-31.312812,178.404428
1.736901,-4.015361,-89.990306,5.128171,5.128086,5,0,-0.889079,0.075090,5.816795,-0.036552,-19.614797,179.163323
1.736895,-4.040387,-89.990151,5.128176,5.128143,5,0,-0.894503,0.075062,5.814121,0.114110,-19.629636,177.985996
1.736902,-4.065369,-89.990190,5.128116,5.128049,5,0,-0.899349,0.075296,5.828439,0.443922,-31.016708,178.807621
1.736904,-4.090352,-89.990213,5.128105,5.127997,5,0,-0.901653,0.075111,5.822442,0.018201,-19.324624,178.335889
1.736913,-4.115372,-89.990521,5.128133,5.128068,5,0,-0.947535,0.078629,6.085705,-1.203733,-11.012941,178.511423
1.736924,-4.140351,-89.990894,5.128150,5.128048,5,0,-0.907981,0.075291,5.825820,0.300489,-18.764708,178.271921
1.736928,-4.165344,-89.991103,5.128106,5.127952,5,0,-0.914551,0.075211,5.829703,0.643183,-17.934348,177.266606
1.736939,-4.190358,-89.991527,5.128143,5.128054,5,0,-0.908119,0.074484,5.787098,0.486487,-19.246770,177.087725
1.736940,-4.215337,-89.991614,5.128154,5.128043,5,0,-0.918633,0.075025,5.818635,-0.166588,-19.559269,179.847475
1.736946,-4.240327,-89.991770,5.128161,5.128070,5,0,-0.891536,0.072437,5.621360,0.234957,-18.742348,164.138439
1.736949,-4.265326,-89.991949,5.128183,5.128079,X,X,X,X,X,X,X,X
1.736949,-4.290306,-89.991926,5.128175,5.128027,5,0,-0.921737,0.074048,5.764444,0.226614,-22.087999,177.226974
1.736953,-4.315302,-89.992231,5.128176,5.128017,5,0,-0.875860,0.067685,5.460445,-0.021555,-19.983871,178.791293
1.736959,-4.340302,-89.992640,5.128163,5.127973,5,0,-0.878725,0.067741,5.461483,0.122395,-31.919652,179.010914
1.736960,-4.365305,-89.992760,5.128183,5.128032,5,0,-0.882990,0.068112,5.471297,1.233144,-18.702407,173.915665
1.736961,-4.390294,-89.992809,5.128135,5.127906,5,0,-0.886735,0.067676,5.459617,-0.026727,-20.242667,178.722370
1.736965,-4.415284,-89.993099,5.128145,5.127920,5,0,-0.890647,0.067765,5.467045,0.176878,-31.930676,178.658722
1.736968,-4.440268,-89.993407,5.128138,5.127902,5,0,-0.894193,0.067738,5.471097,0.259139,-19.138272,178.849696
1.736970,-4.465300,-89.993621,5.128168,5.128114,5,0,-0.898994,0.067857,5.467773,0.216132,-19.366134,178.440197
1.736969,-4.490263,-89.993576,5.128165,5.127918,5,0,-0.903073,0.067968,5.476166,0.472680,-31.538921,178.780632
1.736967,-4.515261,-89.993483,5.128149,5.127929,5,0,-0.904519,0.067867,5.467895,0.176434,-19.457096,179.400999
1.736965,-4.540259,-89.993384,5.128172,5.127978,5,0,-0.910111,0.067869,5.468385,0.286571,-19.561231,179.134181
1.736963,-4.565255,-89.993263,5.128209,5.128057,5,0,-0.883805,0.065412,5.286521,0.495870,-19.112301,163.572571
1.736967,-4.590257,-89.993601,5.128177,5.128013,5,0,-0.915721,0.067875,5.468974,0.310682,-19.623652,179.007439
1.736967,-4.615231,-89.993714,5.128143,5.127915,5,0,-0.923121,0.067931,5.479690,0.493822,-18.457951,179.195079
1.736968,-4.640225,-89.993913,5.128167,5.128027,5,0,-0.886088,0.063228,5.240092,-3.136409,-0.657483,173.493408
1.736974,-4.665235,-89.994326,5.128178,5.128075,5,0,-0.868189,0.060912,5.115744,-0.431739,9.751351,-173.715468
