5.397587,2.186940,5.128205,5.128034,X,X,X,X,X,X,X,X
5.372591,2.187283,5.128206,5.128058,X,X,X,X,X,X,X,X
5.347598,2.187624,5.128208,5.128046,X,X,X,X,X,X,X,X
5.322607,2.187966,5.128206,5.127980,X,X,X,X,X,X,X,X
5.297635,2.188308,5.128204,5.127903,X,X,X,X,X,X,X,X
5.272627,2.188650,5.128205,5.127974,X,X,X,X,X,X,X,X
5.247604,2.188997,5.128208,5.128177,X,X,X,X,X,X,X,X
5.222628,2.189337,5.128205,5.127972,X,X,X,X,X,X,X,X
5.197653,2.189682,5.128204,5.127932,X,X,X,X,X,X,X,X
5.172655,2.190025,5.128203,5.127975,X,X,X,X,X,X,X,X
5.147662,2.190368,5.128188,5.127924,X,X,X,X,X,X,X,X
5.122649,2.190713,5.128208,5.128061,X,X,X,X,X,X,X,X
5.097676,2.191055,5.128186,5.127919,X,X,X,X,X,X,X,X
5.072659,2.191401,5.128220,5.128212,X,X,X,X,X,X,X,X
5.047689,2.191744,5.128192,5.128068,X,X,X,X,X,X,X,X
5.022719,2.192086,5.128136,5.127861,X,X,X,X,X,X,X,X
4.997716,2.192431,5.128159,5.127944,X,X,X,X,X,X,X,X
4.972712,2.192776,5.128185,5.128009,X,X,X,X,X,X,X,X
4.947737,2.193120,5.128174,5.127961,X,X,X,X,X,X,X,X
4.922759,2.193463,5.128148,5.127823,X,X,X,X,X,X,X,X
4.897766,2.193806,5.128146,5.127809,X,X,X,X,X,X,X,X
4.872772,2.194150,5.128150,5.127814,X,X,X,X,X,X,X,X
4.847753,2.194498,5.128203,5.128106,X,X,X,X,X,X,X,X
4.822767,2.194844,5.128205,5.128159,X,X,X,X,X,X,X,X
4.797788,2.195187,5.128181,5.127916,X,X,X,X,X,X,X,X
4.772778,2.195533,5.128186,5.127988,X,X,X,X,X,X,X,X
4.747817,2.195876,5.128178,5.127874,X,X,X,X,X,X,X,X
4.722806,2.196222,5.128182,5.127870,X,X,X,X,X,X,X,X
4.697806,2.196569,5.128191,5.128064,X,X,X,X,X,X,X,X
4.672836,2.196912,5.128171,5.127782,X,X,X,X,X,X,X,X
4.647842,2.197258,5.128183,5.127994,X,X,X,X,X,X,X,X
4.622859,2.197604,5.128174,5.127860,X,X,X,X,X,X,X,X
4.597868,2.197949,5.128168,5.127762,X,X,X,X,X,X,X,X
4.572849,2.198296,5.128202,5.128060,X,X,X,X,X,X,X,X
4.547879,2.198638,5.128181,5.127969,X,X,X,X,X,X,X,X
4.522894,2.198984,5.128172,5.127910,X,X,X,X,X,X,X,X
4.497893,2.199326,5.128181,5.127910,X,X,X,X,X,X,X,X
4.472879,2.199673,5.128205,5.128136,X,X,X,X,X,X,X,X
4.447908,2.200015,5.128179,5.127948,X,X,X,X,X,X,X,X
4.422918,2.200358,5.128203,5.128165,X,X,X,X,X,X,X,X
4.397925,2.200703,5.128188,5.127894,X,X,X,X,X,X,X,X
4.372944,2.201049,5.128167,5.127820,X,X,X,X,X,X,X,X
4.347939,2.201396,5.128183,5.127914,X,X,X,X,X,X,X,X
4.322949,2.201742,5.128169,5.127813,X,X,X,X,X,X,X,X
4.297947,2.202090,5.128200,5.128039,X,X,X,X,X,X,X,X
4.272947,2.202437,5.128212,5.128195,X,X,X,X,X,X,X,X
4.247959,2.202781,5.128191,5.128014,X,X,X,X,X,X,X,X
4.222966,2.203128,5.128200,5.128112,X,X,X,X,X,X,X,X
4.197985,2.203471,5.128188,5.127897,X,X,X,X,X,X,X,X
4.173001,2.203817,5.128197,5.128091,X,X,X,X,X,X,X,X
4.147982,2.204163,5.128206,5.127993,X,X,X,X,X,X,X,X
4.123012,2.204510,5.128198,5.127999,X,X,X,X,X,X,X,X
4.098015,2.204855,5.128198,5.128019,X,X,X,X,X,X,X,X
4.073025,2.205203,5.128205,5.127951,X,X,X,X,X,X,X,X
4.048033,2.205552,5.128197,5.127932,X,X,X,X,X,X,X,X
4.023042,2.205898,5.128193,5.127851,X,X,X,X,X,X,X,X
3.998068,2.206245,5.128188,5.127908,X,X,X,X,X,X,X,X
3.973035,2.206594,5.128201,5.127930,X,X,X,X,X,X,X,X
3.948072,2.206940,5.128168,5.127750,X,X,X,X,X,X,X,X
3.923058,2.207290,5.128196,5.128038,X,X,X,X,X,X,X,X
3.898084,2.207638,5.128179,5.127832,X,X,X,X,X,X,X,X
3.873101,2.207987,5.128187,5.127936,X,X,X,X,X,X,X,X
3.848090,2.208337,5.128181,5.127758,X,X,X,X,X,X,X,X
3.823101,2.208686,5.128212,5.128231,X,X,X,X,X,X,X,X
3.798117,2.209032,5.128184,5.127878,X,X,X,X,X,X,X,X
3.773120,2.209378,5.128194,5.127897,X,X,X,X,X,X,X,X
3.748128,2.209724,5.128198,5.128002,X,X,X,X,X,X,X,X
3.723129,2.210069,5.128189,5.127916,X,X,X,X,X,X,X,X
3.698148,2.210414,5.128186,5.127896,X,X,X,X,X,X,X,X
3.673147,2.210759,5.128192,5.127931,X,X,X,X,X,X,X,X
3.648141,2.211104,5.128198,5.128018,X,X,X,X,X,X,X,X
3.623154,2.211446,5.128188,5.127806,X,X,X,X,X,X,X,X
3.598179,2.211789,5.128186,5.127783,X,X,X,X,X,X,X,X
3.573177,2.212131,5.128197,5.127916,X,X,X,X,X,X,X,X
3.548191,2.212472,5.128183,5.127768,X,X,X,X,X,X,X,X
3.523175,2.212815,5.128202,5.128062,X,X,X,X,X,X,X,X
3.498185,2.213156,5.128212,5.128214,X,X,X,X,X,X,X,X
3.473186,2.213495,5.128200,5.128067,X,X,X,X,X,X,X,X
3.448196,2.213834,5.128205,5.128120,X,X,X,X,X,X,X,X
3.423232,2.214171,5.128185,5.127853,X,X,X,X,X,X,X,X
3.398219,2.214509,5.128199,5.128042,X,X,X,X,X,X,X,X
3.373232,2.214846,5.128176,5.127804,X,X,X,X,X,X,X,X
3.348259,2.215183,5.128166,5.127761,X,X,X,X,X,X,X,X
3.323257,2.215521,5.128185,5.127934,X,X,X,X,X,X,X,X
3.298273,2.215857,5.128167,5.127761,X,X,X,X,X,X,X,X
3.273259,2.216195,5.128191,5.127975,X,X,X,X,X,X,X,X
3.248274,2.216530,5.128173,5.127832,X,X,X,X,X,X,X,X
3.223304,2.216865,5.128159,5.127724,X,X,X,X,X,X,X,X
3.198315,2.217200,5.128169,5.127768,X,X,X,X,X,X,X,X
3.173300,2.217536,5.128184,5.127917,X,X,X,X,X,X,X,X
3.148313,2.217872,5.128177,5.127897,X,X,X,X,X,X,X,X
3.123308,2.218208,5.128198,5.128086,X,X,X,X,X,X,X,X
3.098310,2.218542,5.128197,5.128050,X,X,X,X,X,X,X,X
3.073324,2.218875,5.128178,5.127886,X,X,X,X,X,X,X,X
3.048339,2.219208,5.128186,5.127765,X,X,X,X,X,X,X,X
3.023345,2.219543,5.128195,5.127911,X,X,X,X,X,X,X,X
2.998337,2.219876,5.128205,5.128030,X,X,X,X,X,X,X,X
2.973353,2.220207,5.128191,5.127874,X,X,X,X,X,X,X,X
2.948357,2.220539,5.128198,5.127923,X,X,X,X,X,X,X,X
2.923383,2.220870,5.128195,5.127852,X,X,X,X,X,X,X,X
2.898366,2.221204,5.128209,5.128079,X,X,X,X,X,X,X,X
2.873383,2.221536,5.128194,5.127907,X,X,X,X,X,X,X,X
2.848387,2.221869,5.128210,5.128088,X,X,X,X,X,X,X,X
2.823398,2.222201,5.128196,5.127962,X,X,X,X,X,X,X,X
2.798403,2.222534,5.128200,5.127964,X,X,X,X,X,X,X,X
2.773427,2.222866,5.128191,5.127893,X,X,X,X,X,X,X,X
2.748417,2.223198,5.128196,5.127945,X,X,X,X,X,X,X,X
2.723443,2.223529,5.128194,5.127845,X,X,X,X,X,X,X,X
2.698432,2.223860,5.128196,5.127885,X,X,X,X,X,X,X,X
2.673438,2.224191,5.128202,5.128036,X,X,X,X,X,X,X,X
2.648461,2.224521,5.128194,5.127921,X,X,X,X,X,X,X,X
2.623477,2.224852,5.128189,5.127871,X,X,X,X,X,X,X,X
2.598477,2.225183,5.128182,5.127701,X,X,X,X,X,X,X,X
2.573463,2.225513,5.128200,5.127969,X,X,X,X,X,X,X,X
2.548469,2.225842,5.128190,5.127971,X,X,X,X,X,X,X,X
2.523485,2.226170,5.128181,5.127911,X,X,X,X,X,X,X,X
2.498498,2.226501,5.128159,5.127746,X,X,X,X,X,X,X,X
2.473508,2.226830,5.128167,5.127852,X,X,X,X,X,X,X,X
2.448501,2.227157,5.128156,5.127777,X,X,X,X,X,X,X,X
2.423514,2.227485,5.128177,5.127895,X,X,X,X,X,X,X,X
2.398542,2.227811,5.128160,5.127799,X,X,X,X,X,X,X,X
2.373509,2.228138,5.128198,5.128036,X,X,X,X,X,X,X,X
2.348511,2.228466,5.128220,5.128200,X,X,X,X,X,X,X,X
2.323557,2.228792,5.128165,5.127832,X,X,X,X,X,X,X,X
2.298550,2.229120,5.128170,5.127853,X,X,X,X,X,X,X,X
2.273562,2.229445,5.128164,5.127824,X,X,X,X,X,X,X,X
2.248577,2.229771,5.128166,5.127817,X,X,X,X,X,X,X,X
2.223581,2.230097,5.128174,5.127902,X,X,X,X,X,X,X,X
2.198589,2.230421,5.128156,5.127725,X,X,X,X,X,X,X,X
2.173582,2.230744,5.128161,5.127826,X,X,X,X,X,X,X,X
2.148560,2.231070,5.128211,5.128163,X,X,X,X,X,X,X,X
2.123595,2.231391,5.128182,5.127837,X,X,X,X,X,X,X,X
2.098614,2.231713,5.128190,5.127918,X,X,X,X,X,X,X,X
2.073590,2.232037,5.128220,5.128242,X,X,X,X,X,X,X,X
2.048605,2.232359,5.128202,5.128072,X,X,X,X,X,X,X,X
2.023641,2.232678,5.128163,5.127717,X,X,X,X,X,X,X,X
1.998649,2.232999,5.128181,5.127860,X,X,X,X,X,X,X,X
1.973634,2.233321,5.128202,5.128077,X,X,X,X,X,X,X,X
1.948657,2.233641,5.128167,5.127780,X,X,X,X,X,X,X,X
1.923670,2.233960,5.128184,5.127892,X,X,X,X,X,X,X,X
1.898682,2.234279,5.128171,5.127783,X,X,X,X,X,X,X,X
1.873677,2.234598,5.128188,5.127895,X,X,X,X,X,X,X,X
1.848695,2.234916,5.128167,5.127773,X,X,X,X,X,X,X,X
1.823678,2.235236,5.128195,5.128043,X,X,X,X,X,X,X,X
1.800916,2.235325,4.062179,4.311725,X,X,X,X,X,X,X,X
1.782456,2.235366,3.147787,3.447640,X,X,X,X,X,X,X,X
1.768306,2.235364,2.234389,2.585130,X,X,X,X,X,X,X,X
1.758452,2.235322,1.325658,1.721020,X,X,X,X,X,X,X,X
1.752841,2.235293,0.452725,0.999901,X,X,X,X,X,X,X,X
1.749546,2.235531,-0.114095,0.999728,X,X,X,X,X,X,X,X
1.747123,2.236007,-0.514276,0.999887,X,X,X,X,X,X,X,X
1.745456,2.236722,-0.881363,1.000007,X,X,X,X,X,X,X,X
1.744448,2.237709,-1.000144,0.999955,X,X,X,X,X,X,X,X
1.743733,2.238919,-1.000028,0.999458,X,X,X,X,X,X,X,X
1.743063,2.240202,-0.999882,0.999701,X,X,X,X,X,X,X,X
1.742440,2.241528,-0.999876,0.999576,X,X,X,X,X,X,X,X
1.741807,2.242824,-0.999884,0.999515,X,X,X,X,X,X,X,X
1.741135,2.244071,-0.999878,0.999432,X,X,X,X,X,X,X,X
1.740410,2.245271,-0.999889,0.999411,X,X,X,X,X,X,X,X
1.739625,2.246431,-0.999913,0.999416,X,X,X,X,X,X,X,X
1.738777,2.247555,-0.999949,0.999445,X,X,X,X,X,X,X,X
1.737869,2.248647,-0.999999,0.999463,X,X,X,X,X,X,X,X
1.736904,2.249706,-1.000064,0.999493,X,X,X,X,X,X,X,X
1.735888,2.250731,-1.000149,0.999514,X,X,X,X,X,X,X,X
1.734826,2.251719,-1.000249,0.999524,X,X,X,X,X,X,X,X
1.733727,2.252668,-1.000339,0.999556,X,X,X,X,X,X,X,X
1.732594,2.253575,-1.000361,0.999593,X,X,X,X,X,X,X,X
1.731435,2.254447,-1.000351,0.999596,X,X,X,X,X,X,X,X
1.730250,2.255283,-1.000345,0.999584,X,X,X,X,X,X,X,X
1.729042,2.256085,-1.000343,0.999584,X,X,X,X,X,X,X,X
1.727816,2.256853,-1.000441,0.999743,X,X,X,X,X,X,X,X
1.726567,2.257585,-1.000545,0.999987,X,X,X,X,X,X,X,X
1.725294,2.258275,-1.000547,0.999944,X,X,X,X,X,X,X,X
1.724004,2.258929,-1.000378,0.999663,X,X,X,X,X,X,X,X
1.722694,2.259546,-1.000341,0.999578,X,X,X,X,X,X,X,X
1.721364,2.260123,-1.000351,0.999586,X,X,X,X,X,X,X,X
1.720023,2.260664,-1.000295,0.999765,X,X,X,X,X,X,X,X
1.718661,2.261160,-1.000006,0.999983,X,X,X,X,X,X,X,X
1.717285,2.261615,-1.000000,0.999987,X,X,X,X,X,X,X,X
1.715897,2.262030,-1.000002,0.999985,X,X,X,X,X,X,X,X
1.714497,2.262404,-1.000000,0.999987,X,X,X,X,X,X,X,X
1.713087,2.262737,-1.000004,0.999983,X,X,X,X,X,X,X,X
1.711668,2.263027,-0.999996,0.999987,X,X,X,X,X,X,X,X
1.710244,2.263280,-1.000362,0.999757,X,X,X,X,X,X,X,X
1.708813,2.263496,-1.000370,0.999590,X,X,X,X,X,X,X,X
1.707369,2.263667,-1.000082,0.999476,X,X,X,X,X,X,X,X
1.705924,2.263788,-1.000075,0.999384,X,X,X,X,X,X,X,X
1.704480,2.263871,-1.000247,0.999493,X,X,X,X,X,X,X,X
1.703032,2.263913,-1.000323,0.999562,X,X,X,X,X,X,X,X
1.701583,2.263907,-1.000342,0.999590,X,X,X,X,X,X,X,X
1.700134,2.263860,-1.000341,0.999595,X,X,X,X,X,X,X,X
1.698686,2.263771,-1.000350,0.999607,X,X,X,X,X,X,X,X
1.697242,2.263642,-1.000413,0.999696,X,X,X,X,X,X,X,X
1.695803,2.263472,-1.000008,0.999372,X,X,X,X,X,X,X,X
1.694371,2.263254,-1.000001,0.999403,X,X,X,X,X,X,X,X
1.692946,2.262995,-1.000001,0.999412,X,X,X,X,X,X,X,X
1.691529,2.262693,-1.000000,0.999424,X,X,X,X,X,X,X,X
1.690289,2.262269,-0.549999,0.620101,X,X,X,X,X,X,X,X
1.689479,2.262031,-0.550186,0.549704,X,X,X,X,X,X,X,X
1.688708,2.261833,-0.550190,0.549510,X,X,X,X,X,X,X,X
1.687942,2.261614,-0.550105,0.549474,X,X,X,X,X,X,X,X
1.687181,2.261381,-0.550035,0.549457,X,X,X,X,X,X,X,X
1.686424,2.261134,-0.550002,0.549438,X,X,X,X,X,X,X,X
1.685672,2.260874,-0.550001,0.549429,X,X,X,X,X,X,X,X
1.684924,2.260603,-0.550001,0.549427,X,X,X,X,X,X,X,X
1.684181,2.260319,-0.550001,0.549425,X,X,X,X,X,X,X,X
1.683442,2.260023,-0.550001,0.549423,X,X,X,X,X,X,X,X
1.682709,2.259715,-0.550001,0.549422,X,X,X,X,X,X,X,X
1.681980,2.259396,-0.550001,0.549420,X,X,X,X,X,X,X,X
1.681518,2.258978,0.000014,0.151951,X,X,X,X,X,X,X,X
1.681431,2.257385,0.465231,0.604872,X,X,X,X,X,X,X,X
1.681509,2.253695,0.881679,1.040030,X,X,X,X,X,X,X,X
1.681565,2.248079,1.237109,1.496831,X,X,X,X,X,X,X,X
1.681478,2.240328,1.647948,2.089646,X,X,X,X,X,X,X,X
1.681287,2.229792,2.147658,2.789758,X,X,X,X,X,X,X,X
1.681302,2.215387,3.168935,3.624813,X,X,X,X,X,X,X,X
1.681947,2.196390,4.486395,4.374797,X,X,X,X,X,X,X,X
1.683145,2.173385,5.217457,4.648164,X,X,X,X,X,X,X,X
1.684469,2.149452,5.258424,4.717425,X,X,X,X,X,X,X,X
1.685546,2.125526,5.237705,4.713642,X,X,X,X,X,X,X,X
1.686414,2.101634,5.231898,4.708222,X,X,X,X,X,X,X,X
1.686836,2.077528,5.127992,4.979410,X,X,X,X,X,X,X,X
1.686702,2.052561,5.094431,5.127890,X,X,X,X,X,X,X,X
1.686426,2.027487,5.034754,5.138038,X,X,X,X,X,X,X,X
1.686234,2.002392,5.098667,5.127842,X,X,X,X,X,X,X,X
1.686200,1.977355,5.127958,5.128111,X,X,X,X,X,X,X,X
1.686222,1.952398,5.128256,5.127740,X,X,X,X,X,X,X,X
1.686248,1.927452,5.128347,5.127931,X,X,X,X,X,X,X,X
1.686258,1.902483,5.128084,5.127973,X,X,X,X,X,X,X,X
1.686248,1.877510,5.127942,5.128064,X,X,X,X,X,X,X,X
1.686232,1.852477,5.128005,5.128147,X,X,X,X,X,X,X,X
1.686220,1.827494,5.127969,5.128048,X,X,X,X,X,X,X,X
1.686214,1.802489,5.128045,5.128078,X,X,X,X,X,X,X,X
1.686207,1.777488,5.128105,5.128092,X,X,X,X,X,X,X,X
1.686203,1.752493,5.128033,5.127996,X,X,X,X,X,X,X,X
1.686198,1.727528,5.127977,5.127971,X,X,X,X,X,X,X,X
1.686192,1.702541,5.127965,5.127936,X,X,X,X,X,X,X,X
1.686186,1.677543,5.128033,5.128084,X,X,X,X,X,X,X,X
1.686182,1.652557,5.127907,5.127891,X,X,X,X,X,X,X,X
1.686176,1.627559,5.128059,5.128150,X,X,X,X,X,X,X,X
1.686170,1.602546,5.128108,5.128186,X,X,X,X,X,X,X,X
1.686166,1.577572,5.127976,5.127991,X,X,X,X,X,X,X,X
1.686162,1.552581,5.127965,5.128006,X,X,X,X,X,X,X,X
1.686158,1.527577,5.128008,5.127999,X,X,X,X,X,X,X,X
1.686154,1.502569,5.128038,5.128060,X,X,X,X,X,X,X,X
1.686150,1.477594,5.128068,5.128121,X,X,X,X,X,X,X,X
1.686145,1.452594,5.128039,5.128074,X,X,X,X,X,X,X,X
1.686142,1.427618,5.127969,5.128012,X,X,X,X,X,X,X,X
1.686138,1.402612,5.128006,5.128015,X,X,X,X,X,X,X,X
1.686135,1.377621,5.127980,5.127960,X,X,X,X,X,X,X,X
1.686132,1.352640,5.128006,5.128028,X,X,X,X,X,X,X,X
1.686130,1.327641,5.127949,5.127924,X,X,X,X,X,X,X,X
1.686127,1.302632,5.128088,5.128145,X,X,X,X,X,X,X,X
1.686124,1.277681,5.127912,5.127906,X,X,X,X,X,X,X,X
1.686122,1.252650,5.128107,5.128144,X,X,X,X,X,X,X,X
1.686120,1.227685,5.128010,5.128053,X,X,X,X,X,X,X,X
1.686118,1.202674,5.127992,5.127993,X,X,X,X,X,X,X,X
1.686116,1.177679,5.128012,5.128006,X,X,X,X,X,X,X,X
1.686114,1.152718,5.127910,5.127927,X,X,X,X,X,X,X,X
1.686114,1.127704,5.127986,5.128007,X,X,X,X,X,X,X,X
1.686112,1.102689,5.127974,5.128192,X,X,X,X,X,X,X,X
1.686113,1.077721,5.127755,5.128135,X,X,X,X,X,X,X,X
1.686112,1.052715,5.127863,5.128161,X,X,X,X,X,X,X,X
1.686112,1.027715,5.127895,5.128173,X,X,X,X,X,X,X,X
1.686113,1.002742,5.127873,5.128172,X,X,X,X,X,X,X,X
1.686115,0.977731,5.127941,5.128177,X,X,X,X,X,X,X,X
1.686117,0.952760,5.127900,5.128169,X,X,X,X,X,X,X,X
1.686120,0.927771,5.127754,5.128133,X,X,X,X,X,X,X,X
1.686123,0.902771,5.127831,5.128162,X,X,X,X,X,X,X,X
1.686125,0.877785,5.127786,5.128143,X,X,X,X,X,X,X,X
1.686126,0.852762,5.127984,5.128203,X,X,X,X,X,X,X,X
1.686128,0.827777,5.127920,5.128215,X,X,X,X,X,X,X,X
1.686129,0.802765,5.128110,5.128234,X,X,X,X,X,X,X,X
1.686131,0.777769,5.128038,5.128232,X,X,X,X,X,X,X,X
1.686136,0.752789,5.127979,5.128227,X,X,X,X,X,X,X,X
1.686139,0.727770,5.128165,5.128236,X,X,X,X,X,X,X,X
1.686145,0.702798,5.127905,5.128217,X,X,X,X,X,X,X,X
1.686149,0.677794,5.128012,5.128224,X,X,X,X,X,X,X,X
1.686155,0.652820,5.127745,5.128203,X,X,X,X,X,X,X,X
1.686160,0.627816,5.127883,5.128212,X,X,X,X,X,X,X,X
1.686167,0.602843,5.127819,5.128210,X,X,X,X,X,X,X,X
1.686173,0.577843,5.127789,5.128207,X,X,X,X,X,X,X,X
1.686178,0.552847,5.127757,5.128215,X,X,X,X,X,X,X,X
1.686182,0.527839,5.127792,5.128216,X,X,X,X,X,X,X,X
1.686188,0.502843,5.128003,5.128224,X,X,X,X,X,X,X,X
1.686196,0.477857,5.127764,5.128213,X,X,X,X,X,X,X,X
1.686203,0.452867,5.127771,5.128215,X,X,X,X,X,X,X,X
1.686212,0.427870,5.127896,5.128157,X,X,X,X,X,X,X,X
1.686220,0.402877,5.127908,5.128149,X,X,X,X,X,X,X,X
1.686228,0.377863,5.127967,5.128162,X,X,X,X,X,X,X,X
1.686237,0.352877,5.127863,5.128129,X,X,X,X,X,X,X,X
1.686247,0.327884,5.128013,5.128180,X,X,X,X,X,X,X,X
1.686256,0.302896,5.127910,5.128153,X,X,X,X,X,X,X,X
1.686267,0.277915,5.127859,5.128144,X,X,X,X,X,X,X,X
1.686278,0.252907,5.128055,5.128201,X,X,X,X,X,X,X,X
1.686290,0.227904,5.127982,5.128182,X,X,X,X,X,X,X,X
1.686301,0.202925,5.127846,5.128157,X,X,X,X,X,X,X,X
1.686312,0.177934,5.127897,5.128150,X,X,X,X,X,X,X,X
1.686325,0.152936,5.127946,5.128208,X,X,X,X,X,X,X,X
1.686338,0.127931,5.128016,5.128216,X,X,X,X,X,X,X,X
1.686351,0.102944,5.127874,5.128202,X,X,X,X,X,X,X,X
1.686361,0.077958,5.128035,5.128225,X,X,X,X,X,X,X,X
1.686374,0.052955,5.127973,5.128219,X,X,X,X,X,X,X,X
1.686386,0.027967,5.127983,5.128220,X,X,X,X,X,X,X,X
1.686398,0.002973,5.128017,5.128219,X,X,X,X,X,X,X,X
1.686411,-0.022009,5.127913,5.128217,X,X,X,X,X,X,X,X
1.686423,-0.047009,5.127918,5.128218,X,X,X,X,X,X,X,X
1.686437,-0.072003,5.127876,5.128213,X,X,X,X,X,X,X,X
1.686451,-0.097013,5.127895,5.128209,X,X,X,X,X,X,X,X
1.686466,-0.121998,5.127877,5.128206,X,X,X,X,X,X,X,X
1.686475,-0.147011,5.127863,5.128212,X,X,X,X,X,X,X,X
1.686485,-0.171977,5.127815,5.128212,X,X,X,X,X,X,X,X
1.686498,-0.196996,5.128140,5.128228,X,X,X,X,X,X,X,X
1.686510,-0.221984,5.127976,5.128217,X,X,X,X,X,X,X,X
1.686525,-0.246975,5.127819,5.128206,X,X,X,X,X,X,X,X
1.686536,-0.271965,5.127798,5.128205,X,X,X,X,X,X,X,X
1.686549,-0.296970,5.127873,5.128211,X,X,X,X,X,X,X,X
1.686562,-0.321947,5.127769,5.128209,X,X,X,X,X,X,X,X
1.686577,-0.346956,5.127972,5.128218,X,X,X,X,X,X,X,X
1.686593,-0.371934,5.127793,5.128210,X,X,X,X,X,X,X,X
1.686609,-0.396938,5.127808,5.128209,X,X,X,X,X,X,X,X
1.686624,-0.421953,5.127929,5.128223,X,X,X,X,X,X,X,X
1.686641,-0.446929,5.127831,5.128226,X,X,X,X,X,X,X,X
1.686655,-0.471938,5.127951,5.128224,X,X,X,X,X,X,X,X
1.686673,-0.496920,5.127943,5.128224,X,X,X,X,X,X,X,X
1.686690,-0.521936,5.127897,5.128225,X,X,X,X,X,X,X,X
1.686709,-0.546917,5.127930,5.128226,X,X,X,X,X,X,X,X
1.686730,-0.571921,5.127959,5.128223,X,X,X,X,X,X,X,X
1.686752,-0.596912,5.127949,5.128225,X,X,X,X,X,X,X,X
1.686774,-0.621912,5.127962,5.128224,X,X,X,X,X,X,X,X
1.686793,-0.646898,5.127847,5.128228,X,X,X,X,X,X,X,X
1.686815,-0.671879,5.127783,5.128236,X,X,X,X,X,X,X,X
1.686834,-0.696887,5.127902,5.128232,X,X,X,X,X,X,X,X
1.686857,-0.721879,5.127925,5.128232,X,X,X,X,X,X,X,X
1.686880,-0.746863,5.127728,5.128239,X,X,X,X,X,X,X,X
1.686903,-0.771856,5.127698,5.128242,X,X,X,X,X,X,X,X
1.686926,-0.796889,5.127971,5.128227,X,X,X,X,X,X,X,X
1.686950,-0.821866,5.127834,5.128236,X,X,X,X,X,X,X,X
1.686977,-0.846853,5.127821,5.128233,X,X,X,X,X,X,X,X
1.687002,-0.871852,5.127866,5.128232,X,X,X,X,X,X,X,X
1.687028,-0.896825,5.127689,5.128244,X,X,X,X,X,X,X,X
1.687055,-0.921840,5.127836,5.128233,X,X,X,X,X,X,X,X
1.687078,-0.946828,5.127824,5.128235,X,X,X,X,X,X,X,X
1.687104,-0.971833,5.127838,5.128233,X,X,X,X,X,X,X,X
1.687129,-0.996830,5.127870,5.128231,X,X,X,X,X,X,X,X
